Var1,Var2,Var3,Var4,Var5,Var6
0,2256643273,Sat Jun 20 13:05:08 PDT 2009,NO_QUERY,NicNac724,"I don't want to be in this wedding anymore. I looked awful in those dresses - hope that doesn't make me a bad cousin! "
0,2059221475,Sat Jun 06 16:29:38 PDT 2009,NO_QUERY,littlebruh,"@itsCarol26 aaah s "
4,2047857841,Fri Jun 05 14:17:12 PDT 2009,NO_QUERY,tonynewquay,"@GerryGreek lol i agree gerry ,hello by the way!! hope your well "
4,2054348530,Sat Jun 06 07:09:13 PDT 2009,NO_QUERY,scootybooty,"Yay. Asian festival with Nicky. "
4,1824692181,Sun May 17 02:30:22 PDT 2009,NO_QUERY,Crumeritza,"@tommcfly Norway won "
4,2045625901,Fri Jun 05 11:00:07 PDT 2009,NO_QUERY,DanJWard,"My First Follow Friday.  Follow me, &amp; these fantastic, prolific, funny, entertaining tweeple: @misswhatevz, @newspaperg0wn, @costa0692."
0,1977953615,Sat May 30 22:05:09 PDT 2009,NO_QUERY,kuliaikanuu,"had dinner with tim. we wanted chinese but i was too sketched out so burgers instead. on the way home i ran a red light  i didnt see it"
4,2184390665,Mon Jun 15 15:50:27 PDT 2009,NO_QUERY,tweeteradder17,"@voose_lagina Get 100 followers a day using www.tweeterfollow.com Once you add everyone you are on the train or pay vip "
0,2001565239,Tue Jun 02 01:18:28 PDT 2009,NO_QUERY,arhayward,"another wonderfully sunny, POLLEN FILLED morning "
4,1680020742,Sat May 02 10:43:08 PDT 2009,NO_QUERY,TheLizyLuxury,"@oohanthony SWEATY, EH? oh you dirty person! remember, the lord! jesus saves! "
4,1564203745,Mon Apr 20 02:18:29 PDT 2009,NO_QUERY,chasing_thomas,"@tommcfly Oooo yay the Jumbo Cruiser is back "
0,2064216510,Sun Jun 07 05:36:22 PDT 2009,NO_QUERY,REEEHHH,"was feeling shit. it's funny how someone can instantly change your mood. ^^,! on the downside. i forgot to watch pink on rove "
0,1469946268,Tue Apr 07 07:53:34 PDT 2009,NO_QUERY,lexcanroar,"a woman cannot survive on toast and cheesy wotsits alone "
4,1793138825,Thu May 14 01:31:18 PDT 2009,NO_QUERY,Just4Julia,"Happy Thursday to y'all &amp; myself "
4,2063098882,Sun Jun 07 01:21:52 PDT 2009,NO_QUERY,gnomeangel,"@alivicwil That's the look our house has too "
0,2199006244,Tue Jun 16 16:53:14 PDT 2009,NO_QUERY,mychellavelli,"Finally off work!!! I feel so gross "
0,2071165613,Sun Jun 07 18:56:46 PDT 2009,NO_QUERY,Meginsky,"In DC...I just wanna be home or go back for some more vacation... I really don't wanna go to work, though "
4,2056644897,Sat Jun 06 11:31:40 PDT 2009,NO_QUERY,linnetwoods,"@interweber Silly tweets are the icing sugar that make the tweetstream into a perfect confection "
0,2324830166,Thu Jun 25 04:08:47 PDT 2009,NO_QUERY,candy_jockstrap,"i got two more teeth pulled. my mouth miss their friends "
4,2014452003,Wed Jun 03 01:34:37 PDT 2009,NO_QUERY,tmatzner,"@stopsmokingnow is following me. Useless, since I never ever smoked "
4,2058623934,Sat Jun 06 15:18:27 PDT 2009,NO_QUERY,tiaramerchgirl,"@kevinhouchin ...you have a local *bear*? As in a real one? AWESOME "
4,1960869582,Fri May 29 08:37:50 PDT 2009,NO_QUERY,ICHIMOKU41,"EQUR.PK Soapy Bubbles: Hey, looks good out of the gate  : Soapy Bubbles http://tinyurl.com/l5donu"
4,1989429131,Mon Jun 01 01:30:24 PDT 2009,NO_QUERY,twishes,"[-O] @johnrich I WISH I could go!!! :'( I'll be there in heart!!! I support ya 100%!!!  Big hugs &amp; kisses!.. http://tinyurl.com/nv3f7t"
0,2050423514,Fri Jun 05 18:38:34 PDT 2009,NO_QUERY,k8wolfe,"@Kellye9 Bear misses u too! As do I "
4,1550819570,Sat Apr 18 07:21:24 PDT 2009,NO_QUERY,rebeccachadwell,"I wish this Austin rain would stop... there's a double-header baseball game v OU(sucks) today! "
4,2068478012,Sun Jun 07 14:08:55 PDT 2009,NO_QUERY,KaylaJeanine,"@JudgeJeanine Yeah my birthday is right after yours.. well on the 6th. i do agree with you, it was nice to have family here with me too "
0,2240098077,Fri Jun 19 09:20:16 PDT 2009,NO_QUERY,Ascotiel,"Still terrfied.  Joe just seems snotty with cold, but never had anything quite like this to deal with.  lost my invulnerability in 2007 "
4,1995778332,Mon Jun 01 14:01:57 PDT 2009,NO_QUERY,haayitsaliciaa,"@LucasCruikshank love you lucas! your amazing, and you make everyone laugh  dont worry about all of that nonsense!  (L)"
0,2233334711,Thu Jun 18 21:11:56 PDT 2009,NO_QUERY,PresidentPaul,"is so fucked "
0,1991063610,Mon Jun 01 06:19:49 PDT 2009,NO_QUERY,juliet13,"new moon trailer looks amazing... 6 months  cant wait"
0,2214719877,Wed Jun 17 17:08:19 PDT 2009,NO_QUERY,DallasClark,"not off to a good start today, had to drop my wife at train station &amp; go back home to grab my wallet, &amp; then I left my lunch on the train "
0,2181414927,Mon Jun 15 11:47:52 PDT 2009,NO_QUERY,ekanazhwa,"@lalakokomo Yeah, all the way from Paris. Now I have all the reason to sleep. (read: snore.) Oh no -- assignments "
4,2191134255,Tue Jun 16 04:36:04 PDT 2009,NO_QUERY,Slowbeer,"@bourko Keep an eye out for their new Bengal IPA as well as the Golden Dragon Strong Celtic Ale "
4,1833913907,Mon May 18 00:55:16 PDT 2009,NO_QUERY,LudoMP,"@lvg  Nice indeed !"
4,1980985221,Sun May 31 08:08:56 PDT 2009,NO_QUERY,HenySusanti,"2-0 for AC Milan.. well done Milan "
4,1836042116,Mon May 18 07:15:31 PDT 2009,NO_QUERY,B00G1T,"@Dragon_Heart enjoy saw it the other day "
0,1553667488,Sat Apr 18 14:53:17 PDT 2009,NO_QUERY,gopaldass,"Hates it when the itv player malfunctions "
4,2192374466,Tue Jun 16 06:56:35 PDT 2009,NO_QUERY,victoriapop,"watching regis and kelly, then best buy to buy LVATT!  http://bit.ly/aNfFb"
0,1975591540,Sat May 30 15:29:02 PDT 2009,NO_QUERY,chrissyrotunda,"misses someone terribly, and is counting down the days until Oktoberfest in Boston... "
0,2049916614,Fri Jun 05 17:43:53 PDT 2009,NO_QUERY,boeoz,"Can't believe E3 is over for another year. Feels like it's over before it even started   #e3"
0,2065204267,Sun Jun 07 08:07:00 PDT 2009,NO_QUERY,lindentreephoto,"woke up to no power. no power  no modem   fortunately it came on quick. no one else up.  just wish I had grabbed my glasses!"
4,1548530205,Fri Apr 17 21:12:35 PDT 2009,NO_QUERY,mselam,"Check out our band's page www.myspace.com/ofafl and add cuz we need friends "
0,1986504995,Sun May 31 18:55:41 PDT 2009,NO_QUERY,mellisalamay,"does anyone know the website to watch the MTV Movie Awards online??? i dont have a tv at the moment. "
0,1753225330,Sun May 10 00:38:58 PDT 2009,NO_QUERY,LoveYouMcFly,"@lady_ii I think so with u. I'm not ready to back to school  haha"
0,1989656174,Mon Jun 01 02:20:05 PDT 2009,NO_QUERY,Jack_of_Clubs,"@Samanthy6 im at work after a filling with no anesthetic  x"
4,1679042400,Sat May 02 08:23:31 PDT 2009,NO_QUERY,JessyxLin,"@lucascruikshank nope, just a dream about you helping me stop a bomb from going off lol "
4,1881948161,Fri May 22 05:55:10 PDT 2009,NO_QUERY,Ambershine29,"@AmberAbbott I did too Amber!  We are such loyal fans "
0,2009598062,Tue Jun 02 15:57:49 PDT 2009,NO_QUERY,Mizz1stLadii,"OUT &amp;&amp; ABOUT WIT THE HUSBAND:::KINDA UPSET I DIDN'T GET TO SPEND TIME WIT MY NEPHEW "
0,1793174335,Thu May 14 01:39:49 PDT 2009,NO_QUERY,SueTiptra,"is tired of doing the Agreements!! Aiyo bila mau habis ni?? Mata dah sakit gila!! "
4,2070069553,Sun Jun 07 17:02:32 PDT 2009,NO_QUERY,xoxmillyxox,"@torilovesbradie eek. well have fun with that lol  x"
0,2184547924,Mon Jun 15 16:04:14 PDT 2009,NO_QUERY,JillAlexandra,"@kerridanrocks Aww Wed nite I won't be home till late  Thanks tho sweetie!"
4,1824247384,Sun May 17 00:35:38 PDT 2009,NO_QUERY,LolaOnSerotonin,"@ilikedginger lol @ special brownies "
0,2215847721,Wed Jun 17 18:41:41 PDT 2009,NO_QUERY,TexasFriedEwok,"Paperwork, sick cats, and no AC...it's gonna be a long night.  "
0,2263885062,Sun Jun 21 02:06:08 PDT 2009,NO_QUERY,assstrid,"Verena is gone now  And I'm all alone cleaning up the mess she made"
4,1970535773,Sat May 30 04:15:25 PDT 2009,NO_QUERY,jumpnbounce,"is working the stockroom!!  also, needs some direction...and also, why did the sausage roll I ate taste spicy? it's plain pork!"
0,1469026165,Tue Apr 07 04:53:45 PDT 2009,NO_QUERY,dareeen,"I hate our student teacher, mrs. rolls "
0,1558040227,Sun Apr 19 07:02:36 PDT 2009,NO_QUERY,jlcoassin,"@thirstforwine oh poor her  send her some french kisses, I hope she'll get better soon!"
0,2264247826,Sun Jun 21 03:15:14 PDT 2009,NO_QUERY,Jenn_BunnY10,"Up early as hell at work!  Tweeple.... Entertain me please!"
0,1693976145,Mon May 04 00:32:12 PDT 2009,NO_QUERY,Dominic1978,"@addlepated same for rats and wasps... all the great animals face extinction, while the vermin survives "
4,2179105911,Mon Jun 15 08:39:08 PDT 2009,NO_QUERY,SpammingReport," Website plagiarism affects 10% of businesses #Geek #WebTech #News http://tinyurl.com/n8t7ql"
0,2220587962,Thu Jun 18 03:28:10 PDT 2009,NO_QUERY,starsmiff,"@tj_hinson heading to cargo to catch @russchimes i'm afraid my man "
4,2056894633,Sat Jun 06 11:59:46 PDT 2009,NO_QUERY,lollipop26,"i think i am going to start winsor pilates again. go mari! "
0,1999316790,Mon Jun 01 20:00:38 PDT 2009,NO_QUERY,LisaMarie34,"watching the dark night... alone "
0,1836130528,Mon May 18 07:25:50 PDT 2009,NO_QUERY,The_Real_Dannie,"tea sux in this house btw  need an upgrade!!! v poor quality!!"
0,1956614751,Thu May 28 22:16:20 PDT 2009,NO_QUERY,JudyDreamer,"@MizDaisy Nothing... I get sentimental at night and cry because I think I hear him pawing my balcony door but it's only the wind.  "
0,2178253916,Mon Jun 15 07:25:38 PDT 2009,NO_QUERY,Trapes,"Off to Dr's now, bet it wil hurt when they pull off the stitches and plaster "
4,2191088407,Tue Jun 16 04:29:38 PDT 2009,NO_QUERY,mari__anna,"went swimming again.. going back to being black.. "
0,2253795693,Sat Jun 20 08:45:18 PDT 2009,NO_QUERY,evanna11,"Note to self: Harry Potter The Musical Act 1 Part 9, 2:00 Inhave to go now "
4,1973723298,Sat May 30 11:42:27 PDT 2009,NO_QUERY,solidadrocks,"Barenboim talking about suffering, pain, pleasure, philosophy, music and life. Seeing more and more why he was Said's friend. "
4,1696219153,Mon May 04 07:51:11 PDT 2009,NO_QUERY,anniemare,"@timhahnproject Heh.  When I moved into my house Pius was having a pep rally, so there was cheering and a band. "
0,2047311504,Fri Jun 05 13:27:52 PDT 2009,NO_QUERY,13jessrocks13,"Hey guys! I'm so bored, I've been sick for like 2 weeks "
4,1827888667,Sun May 17 11:39:25 PDT 2009,NO_QUERY,Steph_x,"@behaviorgeek I haven't heard most of the comedians but @TiernanDouieb and @watsoncomedian are both very funny "
0,2064600997,Sun Jun 07 06:42:18 PDT 2009,NO_QUERY,xranarawr,"@xlilcutiepie im studying right now  i wont online that often next week, badd!"
4,1675794044,Fri May 01 20:20:42 PDT 2009,NO_QUERY,Siouxsinner,"@LuvinMeSomeD I got 2 yrs. I am in school as well for them. So I get extra "
4,1969654279,Sat May 30 00:45:13 PDT 2009,NO_QUERY,Ingvild1211,"breakfast in a feww!  yum! im hungry! hey @NathanFlores17 what time is it over/under/whatever there? "
0,2062895180,Sun Jun 07 00:39:42 PDT 2009,NO_QUERY,cavorting,"@MummaBear lashing down here hon "
0,1824331134,Sun May 17 00:55:59 PDT 2009,NO_QUERY,maryjanejournal,"marijuanajournal.com My Last Day  http://tinyurl.com/olpatr"
4,2061183625,Sat Jun 06 20:20:50 PDT 2009,NO_QUERY,KarinK84,"stayin home tonight....excited for the laker bbq tomorrow "
0,2241282820,Fri Jun 19 10:45:43 PDT 2009,NO_QUERY,melizzaa,"My phone doesn't work in Utah  So lame. Don't text it."
4,1688078334,Sun May 03 10:17:17 PDT 2009,NO_QUERY,johnnasty,"@Funkagenda ahh, you want it to be like the minimal 0f 70s . Then, you just go and dress like Luke Skywalker in Star Wars,70s but not "
0,2183790248,Mon Jun 15 14:59:26 PDT 2009,NO_QUERY,deealmanza,"@RobAlmanza sounds yummy  I want some. Enjoy!"
4,2001624531,Tue Jun 02 01:30:31 PDT 2009,NO_QUERY,asdosanjh,"is about to get on with OJ and flash "
0,2031904548,Thu Jun 04 10:29:16 PDT 2009,NO_QUERY,kurtpotts,"@princesssmarci But I thought it showed how comfortable with my body I was. "
0,2245455850,Fri Jun 19 16:09:27 PDT 2009,NO_QUERY,H3VSTAR,"Home from work I miss my kids already "
0,2254464216,Sat Jun 20 09:47:20 PDT 2009,NO_QUERY,VeeIchik,"Nuthing like rainy party "
0,2244702535,Fri Jun 19 15:06:00 PDT 2009,NO_QUERY,thaiferreira,"@nxzerooficial oown, amor fica beeem "
4,1834158215,Mon May 18 01:51:11 PDT 2009,NO_QUERY,AiricaLush,"Heya im LIVE so come on and talk  started: Mon, 01:51 PDT"
0,1825817161,Sun May 17 06:55:43 PDT 2009,NO_QUERY,Trinserengel,"Laundry for my husband, clothes to fold, dishes to do, and school work to get done. "
4,1883056043,Fri May 22 07:56:10 PDT 2009,NO_QUERY,Miss_McKayla,"I'm pretty happy right now. I'm in Minnesota and eating dill pickle chips like a mad man. "
4,1563938291,Mon Apr 20 00:58:02 PDT 2009,NO_QUERY,petersimoons,"@MarkClayson Morning Mark, simply by copying and pasting them from another place where the dots already were  be my guest ..."
4,1993193273,Mon Jun 01 09:59:02 PDT 2009,NO_QUERY,stevegerrard,"700 Twitter followers  Hi everyone..."
4,2178600806,Mon Jun 15 07:56:26 PDT 2009,NO_QUERY,Jdolph,"is happy to be home. Maybe go Karts today in Burlingame? I rode motorcycles 6 out of 7 days last week! "
4,1978662343,Sun May 31 00:03:30 PDT 2009,NO_QUERY,NADMEVENTS,"Got a lot on my mind... All good things tho  I'm happy w my relationships w all the ppl who matter in my life "
0,2005406868,Tue Jun 02 09:39:05 PDT 2009,NO_QUERY,retro_seventies,"I'm considering pulling out my eyes with tongs, and cauterizing the wounds with a butane lighter.  I hate my eye infection.  SHITSUX  "
0,1974960603,Sat May 30 14:09:27 PDT 2009,NO_QUERY,Amalee,"Packing is harder work than I thought. And it's kind of sad. "
0,2254714245,Sat Jun 20 10:10:18 PDT 2009,NO_QUERY,nicenecreed,"Also I hate reading fic by good writers because I feel so inadequate "
4,1980262876,Sun May 31 06:13:12 PDT 2009,NO_QUERY,petitemoi,"My skin is looking rather red so Im going to retreat inside and watch Andy Murray get to the quaters of the French Open  X"
0,1759575872,Sun May 10 19:31:08 PDT 2009,NO_QUERY,xdelster,"@TheRealJordin i really wish i could have met you, i cried cuz i got lost  stupid TTC!"
4,1974462366,Sat May 30 13:11:07 PDT 2009,NO_QUERY,Starsfan5,"OMGEE I WOULD BE GRADUATING TODAY :/ BUT 08 IS BETTER "
0,2218659333,Wed Jun 17 22:53:59 PDT 2009,NO_QUERY,dizzzydog,"Pancha has eaten a mouse a day for the past three days "
4,2018978081,Wed Jun 03 10:48:35 PDT 2009,NO_QUERY,GGGKeri,"@kittykouture25 www.kohgendocosmetics.com  It comes in a baby and a normal size "
0,1963704716,Fri May 29 13:07:24 PDT 2009,NO_QUERY,AppleJuice1234,"@FTSKirstin im depressed like so baddddd. "
0,2053355523,Sat Jun 06 04:15:14 PDT 2009,NO_QUERY,CJ_100,"wondering whether my oven will ever be fixed. 3 weeks without pizza "
0,1691744494,Sun May 03 18:31:10 PDT 2009,NO_QUERY,TeamJonasBros,"Well it's time for me to get off now  i'll talk to you all tommorow! have a great night!"
0,2302293403,Tue Jun 23 16:36:21 PDT 2009,NO_QUERY,MsStaceyK,"Ok just saw &quot; Work &quot; video &gt; When all esle fails CiCi ,sell that popping ass , don't like the song, sorry  Hope this helps her effort "
4,1992112559,Mon Jun 01 08:13:10 PDT 2009,NO_QUERY,TTurner89,"@lenagurl209  Good Morning "
0,1753899434,Sun May 10 04:01:34 PDT 2009,NO_QUERY,megg94,"i cant believe its all over "
0,1880852658,Fri May 22 02:44:06 PDT 2009,NO_QUERY,oscarbpt,"I checked my ipod touh swine flu application and where i live, in florida, there are still 3  Be safe everyone"
0,1685028852,Sat May 02 22:49:01 PDT 2009,NO_QUERY,Joyceee13,"is very, very affected... Has regrets with the lost opportunity.  http://plurk.com/p/rhh7b"
4,1962460872,Fri May 29 11:04:54 PDT 2009,NO_QUERY,geekbot,"@radiomaru Awww. We hate you too! "
4,2031082750,Thu Jun 04 09:18:22 PDT 2009,NO_QUERY,melissaXwidman,"@buckhollywood http://twitpic.com/6lpp3 - Awesome shirt!!!! "
0,2054601158,Sat Jun 06 07:42:13 PDT 2009,NO_QUERY,Rell8182,"@kingtee1 ok.....so nomore twitter "
4,1692924073,Sun May 03 21:06:44 PDT 2009,NO_QUERY,MightBeMarissa,"ohh lol. That would be CP, sir... unless I was completly covered with bubbles like in movie "
4,2176198964,Mon Jun 15 03:11:55 PDT 2009,NO_QUERY,krazydriver,"The Rain Gods have finally decided to relieve us.   Its nice to feel the rain AGAIN!!"
4,2068800238,Sun Jun 07 14:43:20 PDT 2009,NO_QUERY,Treagus,"@joshtastic1 Ohh ok, I didn't know!!   I think Chris is fitter tbh"
0,2014408533,Wed Jun 03 01:25:56 PDT 2009,NO_QUERY,RavenLife,"cant wait to order his iphone...  need to wait untill payday"
0,1573292297,Tue Apr 21 00:30:56 PDT 2009,NO_QUERY,AbsolutPINK,"Sooooo Sick.. doctors tomorrow morning   PRAYING that I am better for Alpha Gamma Delta's Formal this weeekend !!!!"
4,1559740245,Sun Apr 19 11:55:46 PDT 2009,NO_QUERY,TinaS71,"@YESandME of course we found you, we had the best NKCIA on the job!  You KNOW you LOVE US!!! "
4,1983451072,Sun May 31 13:10:50 PDT 2009,NO_QUERY,mcevoy1rachael,"MILEY TO WIN MTV @MILEYCYRUS WE LOVE YOU RETWEET AND KEEP RETWEET IN SENTENCE! "
0,2051348831,Fri Jun 05 21:45:02 PDT 2009,NO_QUERY,ada_dream,"missing camp  but excited about the 294!"
4,1932818581,Tue May 26 22:17:31 PDT 2009,NO_QUERY,PoprocksNdCoke,"Just got done making videoa and stuff with natalie. hekka fun  hehe."
4,1972808101,Sat May 30 09:55:38 PDT 2009,NO_QUERY,michuk,"@g0 I hope it doesn't grow too big as  it will ruin our servers in such case "
4,1977927288,Sat May 30 22:01:31 PDT 2009,NO_QUERY,Quimo,"@jaredaripaul Those look yummy would make a Cookie Monster out of anyone there "
0,2049745961,Fri Jun 05 17:25:34 PDT 2009,NO_QUERY,megpowesq,"sitting in the bathtub drinking a beer, its just one of those nights "
0,1833613526,Sun May 17 23:51:47 PDT 2009,NO_QUERY,Toppsy7,"Really don't want to go to work "
4,2051235365,Fri Jun 05 21:16:04 PDT 2009,NO_QUERY,nabejero,"btw... great #PPtweetup last nite. you guys are quite the fun bunch "
0,2000051854,Mon Jun 01 21:18:55 PDT 2009,NO_QUERY,ckuzov,"I hate migraines. "
4,1794824835,Thu May 14 06:38:02 PDT 2009,NO_QUERY,kmcquade,"@ethanoort haha Where you worried that I would?    Happy Half Birthday to You, Squash."
4,1981437913,Sun May 31 09:09:13 PDT 2009,NO_QUERY,katrinawelch,"getting ready to go to breakfast with the family. "
4,2046636812,Fri Jun 05 12:28:23 PDT 2009,NO_QUERY,jenyamato,"@rosstmiller Ballistic: Ecks vs. Sever was on my list of discussion points but we ran out of time. Someday, I'll ask him.  (Still at 00%)"
0,2251129091,Sat Jun 20 02:31:30 PDT 2009,NO_QUERY,aerie28,"my nephew couldn't enjoy the transformer it's scary for him "
4,2014341090,Wed Jun 03 01:12:30 PDT 2009,NO_QUERY,PrinceMarkieDee,"@Djalfy thanks babes "
